company,region,prefecture_eng,prefecture,city,address,website,num_sake,abv_avg,abv_count,abv_std,acidity_avg,acidity_count,acidity_std,gravity_avg,gravity_count,gravity_std,lat,lon,eng_address,distance_from_coast_deg,elevation,dist_from_coast_km,abv_med,acidity_med,gravity_med,polish_rate_med,grade_med,company_eng
東鶴酒造株式会社,Kyūshū,Saga,佐賀県,多久市,〒846-0012佐賀県多久市東多久町大字別府3625-1,http://azumatsuru.com/,22,15.852272727272728,22,0.66215328262946,1.6631578947368422,19,0.1090898015183895,0.575,20,3.62475044513049,33.27559370000001,130.1455624,"3625 Higashitakumachi Ōaza Befu, Taku, Saga 846-0012, Japan",0.1296760423789369,8.0,13.287032118076272,16.0,1.65,1.0,60.0,Junmai Daiginjō-shu,"Totsuru Sake Brewery Co., Ltd."
松井酒造株式会社,Kansai,Kyoto,京都府,京都市,〒606-8305京都府京都市左京区吉田河原町1-6,http://matsuishuzo.com/,23,15.695652173913045,23,1.135572847376867,,0,,0.8636363636363636,22,3.044048909960838,35.0254279,135.773765,"1-6 Yoshidakawarachō, Sakyo Ward, Kyoto, 606-8305, Japan",0.4679121811119373,53.0,47.51333676790422,15.5,,1.0,65.0,Junmai Daiginjō-shu,"Matsui Sake Brewery Co., Ltd."
松屋酒造株式会社,Kantō,Gunma,群馬県,藤岡市,〒375-0024群馬県藤岡市藤岡180,http://www.tousenkura.jp/,6,15.5,3,0.0,1.3166666666666669,3,0.1040832999733066,5.333333333333333,3,4.041451884327381,36.2471257,139.0759452,"180 Fujioka, Gunma 375-0024, Japan",0.9096983477116912,89.0,91.73871385654,15.5,1.35,3.0,60.0,Daiginjō-shu,"Matsuya Sake Brewery Co., Ltd."
松山酒造株式会社,Tōhoku,Yamagata,山形県,酒田市,〒999-6834山形県酒田市荒町17,https://www.yamagata-sake.or.jp/publics/index/46/,5,15.7,5,0.4690415759823431,1.26,5,0.0547722557505166,1.6,5,1.816590212458495,38.8546825,139.9592779,"17 Aramachi, Sakata, Yamagata 999-6834, Japan",0.1639602726850682,24.0,16.334522422635427,15.5,1.3,1.0,50.0,Junmai Daiginjō-shu,"Matsuyama Sake Brewery Co., Ltd."
松本酒造株式会社,Kansai,Kyoto,京都府,京都市,〒612-8205京都府京都市伏見区横大路三栖大黒町7,http://www.momonoshizuku.com/,21,15.275,20,0.7158910531638174,,0,,,0,,34.9333889,135.754273,"7 Yokoōji Misudaikokuchō, Fushimi Ward, Kyoto, 612-8205, Japan",0.4180197195727812,14.0,42.47002907589379,15.0,,,50.0,Junmai Daiginjō-shu,"Matsumoto Sake Brewery Co., Ltd."
松永酒造株式会社,Chūgoku,Okayama,岡山県,総社市,〒719-1134岡山県総社市真壁541,http://ww3.tiki.ne.jp/~natsuma/f_tyumon.html,6,15.466666666666669,3,1.4433756729740643,,0,,,0,,34.6687947,133.7460263,"6-chōme-541 Makabe, Soja, Okayama 719-1134, Japan",0.1430219536083374,17.0,14.556547265901104,16.3,,,78.5,Ginjō-shu,"Matsunaga Sake Brewery Co., Ltd."
松浦一酒造株式会社,Kyūshū,Saga,佐賀県,伊万里市,〒849-4251佐賀県伊万里市山代町楠久312,http://www.matsuuraichi.com/,14,16.214285714285715,14,1.5281246137553155,,0,,,0,,33.2956618,129.8242274,"Kusuku-312 Yamashirochō, Imari, Saga 849-4251, Japan",0.0014408073890277,3.0,0.1476474568690675,15.5,,,60.0,Junmai Daiginjō-shu,"Matsuura Hajime Sake Brewery Co., Ltd."
松瀬酒造株式会社,Kansai,Shiga,滋賀県,野洲市,〒520-2501滋賀県蒲生郡竜王町大字弓削475,http://www.matsunotsukasa.com/,14,15.642857142857142,14,0.497245158098847,,0,,,0,,35.0833289,136.1189859,"475 Yuge, Ryuo, Gamo District, Shiga 520-2501, Japan",0.5233631569934254,100.0,53.12367557719809,16.0,,,55.0,Junmai Daiginjō-shu,"Matsuse Sake Brewery Co., Ltd."
松田酒造株式会社,Shikoku,Ehime,愛媛県,西宇和郡,〒796-0301愛媛県西宇和郡伊方町湊浦1003-2,http://miyanomai.jp/,6,15.166666666666666,3,0.2886751345948127,,0,,1.6666666666666667,3,1.1547005383792517,33.4895455,132.3541276,"1003-2 Minatoura, Ikata, Nishiuwa District, Ehime 796-0301, Japan",0.0194509254035908,4.0,1.99135772095956,15.0,,1.0,55.0,Daiginjō-shu,"Matsuda Sake Brewery Co., Ltd."
松竹梅酒造株式会社,Kansai,Hyōgo,兵庫県,西宮市,〒662-0942兵庫県西宮市浜町13番10号,http://www.nadaichi.com/,5,15.9,5,2.1908902300206643,,0,,,0,,34.7311102,135.3362487,"13-10 Hamachō, Nishinomiya, Hyogo 662-0942, Japan",0.0228793148301911,5.0,2.328395342115917,15.5,,,,Junmai Ginjō-shu,"Shochiku Ume Sake Brewery Co., Ltd."
板倉酒造有限会社,Chūgoku,Shimane,島根県,出雲市,〒693-0021島根県出雲市塩冶町468番地,http://www.tenon.jp/,11,16.227272727272727,11,1.0335288182638245,,0,,,0,,35.3506506,132.7468901,"468 Enyachō, Izumo, Shimane 693-0021, Japan",0.0752101471099223,7.0,7.630070014991642,15.5,,,60.0,Junmai Daiginjō-shu,"Itakura Sake Brewery Co., Ltd."
林酒造株式会社,Chūbu,Gifu,岐阜県,可児市,〒509-0222岐阜県可児市羽崎1418番地,https://www.minotengu.co.jp/,26,16.280952380952378,21,1.5065254885394563,,0,,1.5583333333333331,12,3.9525500016004247,35.4136659,137.0915174,"1418 Hazaki, Kani, Gifu 509-0222, Japan",0.3842259048427799,111.0,38.946400283630695,16.0,,3.0,57.5,Junmai Daiginjō-shu,"Hayashi Sake Brewery Co., Ltd."
林龍平酒造場,Kyūshū,Fukuoka,福岡県,京都郡,〒824-0224福岡県京都郡みやこ町犀川崎山992-2,https://www.kusugiku.jp/,47,16.46666666666667,39,1.16400699340758,1.5315789473684212,38,0.1232559699949766,5.5131578947368425,38,3.511538590374986,33.6304889,130.9151167,"992-2 Saigawasakiyama, Miyako, Miyako District, Fukuoka 824-0224, Japan",0.1407583498956306,37.0,14.398061708343072,16.6,1.5,6.0,57.5,Junmai Daiginjō-shu,Hayashi Ryuhei Sake Brewery
柄酒造株式会社,Chūgoku,Hiroshima,広島県,東広島市,〒739-2402広島県東広島市安芸津町三津4228,http://www.tsukasyuzou.jp/,14,,0,,,0,,,0,,34.3189766,132.8165956,"4228 Akitsuchō Mitsu, Higashihiroshima, Hiroshima 739-2402, Japan",0.014973111367382,5.0,1.526865198421533,,,,40.0,Daiginjō-shu,"Gara Shuzo Co., Ltd."
柳川酒造株式会社,Kyūshū,Fukuoka,福岡県,柳川市,〒832-0821福岡県柳川市三橋町百町766番地,http://www.kuninokotobuki.co.jp/,18,15.06111111111111,18,1.8194662723831605,,0,,,0,,33.1757802,130.4434362,"766 Mitsuhashimachi Hyakuchō, Yanagawa, Fukuoka 832-0821, Japan",0.0857642576106716,5.0,8.792463429358163,15.45,,,55.0,Junmai Daiginjō-shu,"Yanagawa Sake Brewery Co., Ltd."
栄光酒造株式会社,Shikoku,Ehime,愛媛県,松山市,〒791-0101愛媛県松山市溝辺町甲443,http://eikoo.com/,23,14.831818181818182,22,3.0222013994274595,1.45,20,0.1572795031314099,1.575,20,7.304063396854053,33.8520489,132.8071634,"甲４４３ Mizonobemachi, Matsuyama, Ehime 791-0101, Japan",0.0782506218438332,60.0,7.996583556190413,15.5,1.5,3.5,60.0,Junmai Daiginjō-shu,"Eiko Sake Brewery Co., Ltd."
株式会社 小林酒造本店,Kyūshū,Fukuoka,福岡県,糟屋郡,〒811-2101福岡県糟屋郡宇美町宇美2丁目11番1号,http://www.sakebandai.com/,14,15.325,14,0.3765991543762719,,0,,2.946428571428572,14,2.287462844230757,33.5715621,130.5069309,"2-chōme-11-1 Umi, Kasuya District, Fukuoka 811-2101, Japan",0.1163211507135889,36.0,11.902223517794292,15.45,,1.75,60.0,Junmai Daiginjō-shu,Kobayashi Sake Brewery Main Store
株式会社 峰松酒造場,Kyūshū,Saga,佐賀県,鹿島市,〒849-1322佐賀県鹿島市浜町乙2761-2,http://www.hizennya.com/,13,15.73076923076923,13,0.9707253433941516,,0,,1.75,4,5.678908345800274,33.1020771,130.1286337,"Hamamachi, Kashima, Saga 849-1322, Japan",0.0032036652026804,-3.0,0.3285952852349861,15.0,,0.0,60.0,Junmai Daiginjō-shu,"Minematsu Sake Brewery Co., Ltd."
株式会社 齋彌酒造店,Tōhoku,Akita,秋田県,由利本荘市,〒015-0011秋田県由利本荘市石脇53,http://www.yukinobousha.jp/,20,16.166666666666668,6,0.6055300708194981,1.65,6,0.2073644135332772,1.3333333333333333,6,0.5163977794943223,39.3964109,140.0405256,"015-0011, Japan",0.0226840252939764,0.0,2.253970207511897,16.5,1.65,1.0,45.0,Junmai Daiginjō-shu,"Saiya Sake Brewery Co., Ltd."
株式会社あさ開,Tōhoku,Iwate,岩手県,盛岡市,〒020-0828岩手県盛岡市大慈寺町１０番３４号,http://www.asabiraki-net.jp/,49,15.510204081632653,49,0.7323605948003533,,0,,2.25,48,2.4144952337999253,39.6924299,141.1599419,"10-34 Daijijichō, Morioka, Iwate 020-0828, Japan",0.7801763842373507,123.0,77.2857824789121,15.5,,2.0,60.0,Junmai Daiginjō-shu,"Asakai Co., Ltd."
株式会社はつもみぢ,Chūgoku,Yamaguchi,山口県,周南市,〒745-0014山口県周南市飯島町1丁目40番地,http://www.hatsumomidi.co.jp/,13,16.5,12,0.7977240352174658,,0,,,0,,34.0511289,131.8086175,"1-chōme-40 Iijimachō, Shunan, Yamaguchi 745-0014, Japan",0.0161477148659044,16.0,1.648766571630337,16.0,,,50.0,Junmai Daiginjō-shu,"Hatsumomiji Co., Ltd."
株式会社よしのや,Chūbu,Nagano,長野県,長野市,〒380-0857長野県長野市西之門町941,https://nishinomon-yoshinoya.com/,16,16.28125,16,1.0949695581765424,,0,,,0,,36.6578451,138.1866635,"Nishinomoncho Nagano, 380-0857, Japan",0.4884474217838094,395.0,49.192197653400015,16.0,,,50.0,Junmai Daiginjō-shu,"Yoshinoya Co., Ltd."
株式会社わしの尾,Tōhoku,Iwate,岩手県,八幡平市,〒028-7111岩手県八幡平市大更第22地割158,http://www.washinoo.co.jp/,13,16.09090909090909,11,1.4535849101132985,,0,,,0,,39.9099254,141.0959664,"Dai 22 Chiwari-158 Ōbuke, Hachimantai, Iwate 028-7111, Japan",0.757632737707088,257.0,74.967360562869,16.0,,,55.0,Junmai Daiginjō-shu,"Washinoo Co., Ltd."
株式会社オードヴィ庄内,Tōhoku,Yamagata,山形県,酒田市,〒998-0112山形県酒田市浜中乙123,http://kiyoizumigawa.com/,19,16.105263157894736,19,1.1969747440993463,1.4,19,0.1054092553389459,4.105263157894737,19,4.012407656841259,38.8285314,139.7792265,"Otsu-123 Hamanaka, Sakata, Yamagata 998-0112, Japan",0.0014859726265437,8.0,0.1481055954531437,16.0,1.4,4.0,55.0,Junmai Daiginjō-shu,"Eau de Vie Shonai Co., Ltd."
株式会社カネタ玉田酒造店,Tōhoku,Aomori,青森県,弘前市,〒036-8217青森県弘前市茂森町81,http://www.aomori-sake.or.jp/kuramoto/hanaippuu.html,3,15.5,3,0.0,1.4666666666666668,3,0.0577350269189626,2.333333333333333,3,0.5773502691896257,40.6003363,140.46008,"81 Shigemorimachi, Hirosaki, Aomori 036-8217, Japan",0.2809854589355595,48.0,27.72442441770144,15.5,1.5,2.0,55.0,Junmai Ginjō-shu,"Kaneta Tamada Sake Brewery Co., Ltd."
株式会社一ノ蔵,Tōhoku,Miyagi,宮城県,大崎市,〒987-1393宮城県大崎市松山千石字大欅14,http://www.ichinokura.co.jp/,41,14.46341463414634,41,3.00913244121632,,0,,-9.192307692307692,39,22.721603267831448,38.5014342,141.0486816,"Ōkeyaki-14 Matsuyamasengoku, Ōsaki, Miyagi 987-1304, Japan",0.138893131554772,60.0,13.863773206850368,15.0,,-0.5,60.0,Junmai Daiginjō-shu,"Ichinokura Co., Ltd."
株式会社三千盛,Chūbu,Gifu,岐阜県,多治見市,〒507-0901岐阜県多治見市笠原町2919,http://www.michisakari.com/,23,15.58695652173913,23,0.6683115412781179,,0,,12.521739130434783,23,9.977791544759388,35.2997967,137.1554611,"2919 Kasaharachō, Tajimi, Gifu 507-0901, Japan",0.342210159419706,172.0,34.70971109565079,15.5,,14.5,45.0,Junmai Daiginjō-shu,"Misenmori Co., Ltd."
株式会社三宅本店,Chūgoku,Hiroshima,広島県,呉市,〒737-0045広島県呉市本通7丁目9-10,http://www.sempuku.co.jp/,51,15.010204081632653,49,3.3796107331293337,1.6291666666666669,48,0.8718306329111575,-0.5416666666666666,48,14.365603620310791,34.2511278,132.5774205,"7-chōme-9-10 Hondōri, Kure, Hiroshima 737-0045, Japan",0.0335930493528785,24.0,3.426624711259018,15.5,1.4,4.0,70.0,Junmai Daiginjō-shu,"Miyake Main Store Co., Ltd."
株式会社三輪酒造,Chūbu,Gifu,岐阜県,大垣市,〒503-8522岐阜県大垣市船町4-48,http://www.miwashuzo.co.jp/,12,14.875,12,1.4162209637559453,1.725,12,0.3194455423784381,-14.166666666666666,12,17.39818869011857,35.3553645,136.6104124,"4-chōme-48 Funamachi, Ogaki, Gifu 503-0923, Japan",0.3477463691271753,6.0,35.2611812553597,15.25,1.85,-12.5,70.0,Daiginjō-shu,"Miwa Sake Brewery Co., Ltd."
株式会社下村酒造店,Kansai,Hyōgo,兵庫県,姫路市,〒671-2401兵庫県姫路市安富町安志957,https://okuharima.jp/,26,16.653846153846153,26,0.7452413135250995,,0,,,0,,34.9874212,134.592346,"957 Yasutomichō Anji, Himeji, Hyogo 671-2401, Japan",0.2183725622424219,114.0,22.188073276126858,17.0,,,55.0,Junmai Daiginjō-shu,"Shimomura Sake Brewery Co., Ltd."
株式会社世界一統,Kansai,Wakayama,和歌山県,和歌山市,〒640-8221和歌山県和歌山市湊紺屋町1丁目10番地,http://www.sekaiitto.co.jp/,28,16.375,28,0.8779711460710621,1.3,1,,3.696428571428572,14,2.07359445312818,34.2343037,135.1671971,"1-chōme-10 Minatokonyamachi, Wakayama, 640-8221, Japan",0.0322831287492669,8.0,3.2932822347895105,16.5,1.3,2.75,50.0,Junmai Daiginjō-shu,"Sekai Ichitou Co., Ltd."
株式会社中勇酒造店,Tōhoku,Miyagi,宮城県,加美郡,〒981-4241宮城県加美郡加美町南町166,http://tenjo-mugen.co.jp/,14,15.928571428571429,14,0.8287419301647448,1.4416666666666669,12,0.2065224325624583,1.2857142857142858,14,5.7836449969331145,38.5668056,140.8567717,"166 Minamimachi, Kami, Kami District, Miyagi 981-4241, Japan",0.3028217686024124,30.0,30.20678381838375,15.5,1.4,1.0,50.0,Junmai Daiginjō-shu,"Nakayu Sake Brewery Co., Ltd."
株式会社中本酒造店,Kansai,Nara,奈良県,生駒市,〒630-0131奈良県生駒市上町1067,https://yamaturu.com/,24,16.055555555555557,18,0.7453559924999297,1.7333333333333334,18,0.1414213562373096,2.055555555555556,18,5.710900024073904,34.7136627,135.7209944,"1067 Kamimachi, Ikoma, Nara 630-0131, Japan",0.3088154424297277,127.0,31.414853129708884,16.0,1.7,1.75,55.0,Junmai Daiginjō-shu,"Nakamoto Sake Brewery Co., Ltd."
株式会社丸世酒造店,Chūbu,Nagano,長野県,中野市,〒383-0022長野県中野市中央2-5-12,http://marusesyuzouten.co.jp/,9,16.555555555555557,9,1.6666666666666667,,0,,,0,,36.7449957,138.373852,"2-chōme-5-12 Chūō, Nakano, Nagano 383-0022, Japan",0.4558466074865601,381.0,45.8912050924788,16.0,,,70.0,Daiginjō-shu,"Maruse Sake Brewery Co., Ltd."
株式会社丸竹酒造店,Tōhoku,Aomori,青森県,弘前市,〒036-1433青森県弘前市大字国吉字坂本49,https://furusatobin.jp/sirakami-roman/index.html,14,,0,,,0,,,0,,40.5937173,140.3469138,"Sakamoto-49 Kuniyoshi, Hirosaki, Aomori 036-1433, Japan",0.2175590831498748,90.0,21.469657907507724,,,,,Junmai Daiginjō-shu,"Marutake Sake Brewery Co., Ltd."
株式会社久保本家酒造,Kansai,Nara,奈良県,宇陀市,〒633-2162奈良県宇陀市大宇陀出新1834,http://kubohonke.com/,9,,0,,,0,,,0,,34.4761039,135.933799,"1834 Ōudaideshin, Uda, Nara 633-2162, Japan",0.4862704571627706,360.0,49.50896375554074,,,,65.0,Junmai Daiginjō-shu,"Kubohonke Sake Brewery Co., Ltd."
株式会社久家本店,Kyūshū,Ōita,大分県,臼杵市,〒875-0023大分県臼杵市大字江無田382番地,https://www.ichinoide.co.jp/,18,15.333333333333334,18,0.970142500145332,1.5444444444444445,18,0.2727252921298652,2.0,18,2.8901455285972344,33.1292544,131.7853468,"382 Emuta, Usuki, Oita 875-0023, Japan",0.0242800292960203,3.0,2.489962523307215,15.0,1.6,2.5,65.0,Junmai Daiginjō-shu,"Kuke Honten Co., Ltd."
株式会社九重雜賀,Kansai,Wakayama,和歌山県,紀の川市,〒649-6122和歌山県紀の川市桃山町元142-1,https://www.kokonoesaika.co.jp/,35,15.411764705882351,34,1.4167321993860322,,0,,2.0,1,,34.2423824,135.3561632,"142-1 Momoyamachōmoto, Kinokawa, Wakayama 649-6122, Japan",0.1672600580924537,23.0,17.058016690054476,15.5,,2.0,55.0,Junmai Daiginjō-shu,"Kokonoe Hinaga Co., Ltd."
株式会社井上清吉商店,Kantō,Tochigi,栃木県,宇都宮市,〒329-1102栃木県宇都宮市白沢町1901-1,http://sawahime.co.jp/,22,15.954545454545457,22,1.326552019236433,,0,,,0,,36.6345716,139.9432783,"1901-1 Shirasawachō, Utsunomiya, Tochigi 329-1102, Japan",0.6922943431505363,154.0,69.70439667105508,15.0,,,60.0,Junmai Daiginjō-shu,"Inoue Seikichi Shoten Co., Ltd."
株式会社井上酒造,Kyūshū,Ōita,大分県,日田市,〒877-1107大分県日田市大字大肥2220-1,http://www.kakunoi.com/,7,14.714285714285714,7,0.4879500364742669,,0,,,0,,33.3611482,130.8790746,"2220-1 Ōhi, Hita, Oita 877-0000, Japan",0.3403956140207566,140.0,34.851649214026715,15.0,,,52.5,Daiginjō-shu,"Inoue Sake Brewery Co., Ltd."
株式会社京姫酒造,Kansai,Kyoto,京都府,京都市,〒612-8367京都府京都市伏見区山崎町368-1,https://www.kyohime.co.jp/,11,16.181818181818183,11,0.9816498172140424,1.4272727272727272,11,0.1190874392277295,1.318181818181818,11,2.261335084333227,34.9302762,135.7576933,"368-1 Yamazakichō, Fushimi Ward, Kyoto, 612-8367, Japan",0.4190401163424182,14.0,42.574275232462725,15.5,1.5,1.0,45.0,Junmai Daiginjō-shu,"Kyohime Sake Brewery Co., Ltd."
株式会社今井酒造店,Kantō,Gunma,群馬県,太田市,〒373-0062群馬県太田市鳥山中町746-2,http://www.kaze-kura.com,5,,0,,,0,,,0,,36.3147791,139.3478971,"746-2 Toriyamanakachō, Ota, Gunma 373-0062, Japan",0.7819708214767996,53.0,78.84912560408381,,,,,Daiginjō-shu,"Imai Sake Brewery Co., Ltd."
株式会社今田酒造本店,Chūgoku,Hiroshima,広島県,東広島市,〒739-2402広島県東広島市安芸津町三津3734,http://fukucho.info/,23,13.25,2,0.3535533905932738,,0,,,0,,34.3199432,132.8199488,"3734 Akitsuchō Mitsu, Higashihiroshima, Hiroshima 739-2402, Japan",0.0145368866619599,5.0,1.482375884780681,13.25,,,50.0,Junmai Daiginjō-shu,Imada Sake Brewery Main Store
株式会社今西清兵衛商店,Kansai,Nara,奈良県,奈良市,〒630-8381奈良県奈良市福智院町24-1,http://www.harushika.com/,39,15.644736842105264,38,2.049745846924528,1.7,1,,-3.0694444444444446,36,16.794196607237268,34.6770418,135.8343288,"24-1 Fukuchiinchō, Nara, 630-8381, Japan",0.4216634010655074,93.0,42.89381964717842,16.0,1.7,0.0,60.0,Junmai Daiginjō-shu,"Imanishi Seibei Shoten Co., Ltd."
株式会社伊勢萬,Kansai,Mie,三重県,伊勢市,〒516-0025三重県伊勢市宇治中之切町77番地の2,http://www.iseman.co.jp/,6,16.5,6,1.264911064067351,,0,,,0,,34.462222,136.7234016,"77-2 Ujinakanokirichō, Ise, Mie 516-0025, Japan",0.0587017722311197,13.0,5.981445934231383,16.0,,,40.0,Junmai Daiginjō-shu,"Iseman Co., Ltd."
株式会社佐藤酒造店,Tōhoku,Akita,秋田県,由利本荘市,〒015-0404秋田県由利本荘市矢島町七日町26,http://www.dewanofuji.co.jp/,20,19.0,1,,,0,,,0,,39.2280562,140.1410168,"Yashimamachi Nanokamachi, Yurihonjo, Akita 015-0404, Japan",0.1763105715992566,57.0,17.529579887046054,19.0,,,57.5,Junmai Daiginjō-shu,"Sato Sake Brewery Co., Ltd."
株式会社元見屋酒店,Shikoku,Ehime,愛媛県,西予市,〒797-0015愛媛県西予市宇和町卯之町3-88,http://www.motomiya.jp/,19,16.86842105263158,19,4.719940281116906,,0,,4.444444444444445,18,2.0926263324636487,33.3634136,132.5150585,"3-chōme-88 Uwachō Unomachi, Seiyo, Ehime 797-0015, Japan",0.0483360278400485,224.0,4.951287487778758,15.5,,5.0,45.0,Junmai Daiginjō-shu,"Motomiya Liquor Store Co., Ltd."
株式会社八木酒造部,Shikoku,Ehime,愛媛県,今治市,〒794-0042愛媛県今治市旭町3-3-8,http://www.yamatan.jp/,20,15.35,20,1.0894228312566057,1.4684210526315788,19,0.2789915004259835,3.263157894736842,19,3.396764886757168,34.060147,133.0027107,"Japan, 〒794-0042 Ehime, Imabari, Asahimachi, 3-chōme−３−８",0.0154964567856008,6.0,1.5822029250674,15.0,1.5,4.0,60.0,Junmai Daiginjō-shu,"Yagi Sake Brewing Co., Ltd."
株式会社六歌仙,Tōhoku,Yamagata,山形県,東根市,〒999-3702山形県東根市温泉町3-17-7,http://www.yamagata-rokkasen.co.jp/,42,15.560975609756095,41,1.9754591932991787,,0,,1.670731707317073,41,16.405642991093625,38.4690289,140.3885369,"3-chōme-17-7 Onsenmachi, Higashine, Yamagata 999-3702, Japan",0.6507916318569275,85.0,64.9082923121441,16.0,,0.0,60.0,Junmai Daiginjō-shu,"Rokukasen Co., Ltd."
株式会社勢玉,Shikoku,Tokushima,徳島県,徳島市,〒770-0868徳島県徳島市福島１丁目4-9,http://seigyokushuzo-sakagura.co.jp/,7,16.071428571428573,7,1.64389201360094,,0,,,0,,34.071895,134.5632679,"1-chōme-4-9 Fukushima, Tokushima, 770-0868, Japan",0.0389875069574396,4.0,3.980277918364129,15.5,,,65.0,Junmai Ginjō-shu,"Setama Co., Ltd."
株式会社北岡本店,Kansai,Nara,奈良県,吉野郡,〒639-3111奈良県吉野郡吉野町上市61,https://www.kitaoka-honten.com/,35,15.628571428571428,35,1.373824937167467,1.4857142857142858,35,0.261379662045639,2.342857142857143,35,4.620560553864951,34.3959172,135.859275,"61 Kamiichi, Yoshino, Yoshino District, Nara 639-3111, Japan",0.4735192377082124,181.0,48.23058326782839,15.0,1.5,4.0,68.0,Junmai Daiginjō-shu,"Kitaoka Main Store Co., Ltd."
株式会社北川本家,Kansai,Kyoto,京都府,京都市,〒612-8369京都府京都市伏見区村上町370-6,http://www.tomio-sake.co.jp/,50,15.03125,32,1.3316101095557091,1.49,20,0.6896986374687973,1.032258064516129,31,8.151620987949746,34.9327302,135.7570501,"370-6 Murakamichō, Fushimi Ward, Kyoto, 612-8369, Japan",0.4199126139510675,15.0,42.66234094333888,15.0,1.3,2.5,58.0,Junmai Daiginjō-shu,"Kitagawa Honke Co., Ltd."
株式会社北鹿,Tōhoku,Akita,秋田県,大館市,〒017-0043秋田県大館市有浦2-2-3,http://www.hokushika.jp/,24,15.945833333333333,24,0.9472978351109008,1.3416666666666668,24,0.1717345440591041,1.2708333333333333,24,2.317134505988071,40.28271609999999,140.5644864,"2-chōme-2-3 Ariura, Odate, Akita 017-0043, Japan",0.5450400437335715,62.0,53.84420752344258,15.5,1.3,1.0,70.0,Junmai Daiginjō-shu,"Hokuga Co., Ltd."
株式会社千松島,Tōhoku,Miyagi,宮城県,仙台市,〒980-0803宮城県仙台市青葉区国分町2丁目11-11,http://www.chimatsushima.com/,3,15.5,3,0.0,,0,,1.5,1,,38.2648967,140.8694796,"2-chōme-11-11 Kokubunchō, Aoba Ward, Sendai, Miyagi 980-0803, Japan",0.1315403949685084,58.0,13.146398023459389,15.5,,1.5,60.0,Ginjō-shu,"Senmatsushima Co., Ltd."
株式会社南部美人,Tōhoku,Iwate,岩手県,二戸市,〒028-6101岩手県二戸市福岡上町13,http://www.nanbubijin.co.jp/,34,16.185294117647057,34,1.0000401061476196,1.6409090909090909,33,0.5240250687965918,1.7058823529411764,34,8.58303263409041,40.2728704,141.3012568,"Kamimachi-13 Fukuoka, Ninohe, Iwate 028-6101, Japan",0.3435144337596737,113.0,33.95067094209798,15.75,1.5,4.0,55.0,Junmai Daiginjō-shu,"Nanbu Bijin Co., Ltd."
株式会社吉村秀雄商店,Kansai,Wakayama,和歌山県,岩出市,〒649-6244和歌山県岩出市畑毛72番地,http://www.nihonsyu-nihonjyou.co.jp/,24,17.0,4,1.779513042005218,1.7,3,0.5000000000000001,3.0,3,1.0,34.2607825,135.3020112,"72 Hatake, Iwade, Wakayama 649-6244, Japan",0.1205758675844451,19.0,12.296818242196714,16.75,1.7,3.0,54.0,Junmai Daiginjō-shu,"Yoshimura Hideo Shoten Co., Ltd."
株式会社吉源酒造場,Chūgoku,Hiroshima,広島県,尾道市,〒722-0031広島県尾道市三軒家町14-6,http://yoshigen.info/,6,17.0,2,2.1213203435596424,1.3,2,0.0,2.5,2,0.7071067811865476,34.40693,133.1912302,"14-6 Sangenyachō, Onomichi, Hiroshima 722-0031, Japan",0.0464527490284793,6.0,4.734693689740713,17.0,1.3,2.5,65.0,Junmai Ginjō-shu,"Kigen Sake Brewery Co., Ltd."
株式会社名手酒造店,Kansai,Wakayama,和歌山県,海南市,〒642-0011和歌山県海南市黒江846番地,http://www.kuroushi.com/,13,16.146153846153847,13,1.054842314136245,1.6090909090909091,11,0.1700267358655423,3.272727272727273,11,1.5710448173689435,34.1631886,135.2065219,"846 Kuroe, Kainan, Wakayama 642-0011, Japan",0.0212639543880651,9.0,2.1699731136837737,15.9,1.6,4.0,50.0,Junmai Daiginjō-shu,"Nate Shuzoten Co., Ltd."
株式会社喜多屋,Kyūshū,Fukuoka,福岡県,八女市,〒834-0031福岡県八女市本町374番地,,26,15.1,25,1.7911821050170564,,0,,,0,,33.2124482,130.5520888,"374 Motomachi, Yame, Fukuoka 834-0031, Japan",0.1812769800665801,29.0,18.578164000074707,15.5,,,57.0,Junmai Daiginjō-shu,"Kitaya Co., Ltd."
株式会社土井酒造場,Chūbu,Shizuoka,静岡県,掛川市,〒437-1407静岡県掛川市小貫633,https://kaiunsake.com/,33,16.548387096774192,31,1.0029526302346603,,0,,,0,,34.7170437,138.044898,"633 Onuki, Kakegawa, Shizuoka 437-1407, Japan",0.0613731996898956,24.0,6.24587705364314,16.5,,,55.0,Junmai Daiginjō-shu,"Doi Sake Brewery Co., Ltd."
株式会社増田徳兵衛商店,Kansai,Kyoto,京都府,京都市,〒612-8471京都府京都市伏見区下鳥羽長田町135,http://www.tsukinokatsura.co.jp/ec_shop/,21,15.357894736842104,19,3.158465835298608,,0,,,0,,34.9400918,135.7428677,"135 Shimotoba Osadachō, Fushimi Ward, Kyoto, 612-8471, Japan",0.4127520176036625,14.0,41.933843624009775,16.5,,,65.0,Junmai Daiginjō-shu,"Masuda Tokubei Shoten Co., Ltd."
